-3,2.0326e-18
-2.7968,8.7369e-17
-2.5936,2.8903e-15
-2.3904,7.3588e-14
-2.1872,1.4419e-12
-1.984,2.1745e-11
-1.7808,2.5237e-10
-1.5776,2.2543e-09
-1.3744,4.3288e-07
-1.1712,7.6572e-06
-0.96797,7.1924e-05
-0.76476,0.00038965
-0.56156,0.0016322
-0.35836,0.0054843
-0.15516,0.014931
0.048048,0.033279
0.25125,0.061613
0.45445,0.096631
0.65766,0.13151
0.86086,0.1592
1.0641,0.17499
1.2673,0.17748
1.4705,0.16911
1.6737,0.15563
1.8769,0.14324
2.0801,0.13509
2.2833,0.13039
2.4865,0.12654
2.6897,0.1218
2.8929,0.11617
3.0961,0.1105
3.2993,0.10534
3.5025,0.10056
3.7057,0.095657
3.9089,0.090293
4.1121,0.084568
4.3153,0.07897
4.5185,0.074039
4.7217,0.070001
4.9249,0.066653
5.1281,0.06359
5.3313,0.060571
5.5345,0.057675
5.7377,0.055112
5.9409,0.052947
6.1441,0.051028
6.3473,0.049127
6.5506,0.047109
6.7538,0.045027
6.957,0.043078
7.1602,0.041432
7.3634,0.040062
7.5666,0.038773
7.7698,0.037381
7.973,0.035868
8.1762,0.034375
8.3794,0.033077
8.5826,0.032069
8.7858,0.031326
8.989,0.030757
9.1922,0.030239
9.3954,0.029645
9.5986,0.02888
9.8018,0.027933
10.005,0.026907
10.208,0.025947
10.411,0.025133
10.615,0.024445
10.818,0.023821
11.021,0.023248
11.224,0.02276
11.427,0.022368
11.631,0.022025
11.834,0.021652
12.037,0.021193
12.24,0.020641
12.443,0.020037
12.647,0.019416
12.85,0.018781
13.053,0.018138
13.256,0.017539
13.459,0.017047
13.663,0.016686
13.866,0.016429
14.069,0.016223
14.272,0.016011
14.475,0.015748
14.679,0.015418
14.882,0.015034
15.085,0.014636
15.288,0.014271
15.491,0.013966
15.695,0.013705
15.898,0.013429
16.101,0.013078
16.304,0.012646
16.508,0.012176
16.711,0.011716
16.914,0.011282
17.117,0.010885
17.32,0.010572
17.524,0.010401
17.727,0.010368
17.93,0.010387
18.133,0.010344
18.336,0.010165
18.54,0.0098562
18.743,0.0094739
18.946,0.0090883
19.149,0.0087553
19.352,0.0085113
19.556,0.0083592
19.759,0.0082548
19.962,0.0081282
20.165,0.0079387
20.368,0.0077076
20.572,0.0074959
20.775,0.0073499
20.978,0.0072653
21.181,0.0071954
21.384,0.0070845
21.588,0.0069061
21.791,0.0066872
21.994,0.0064977
22.197,0.0063991
22.4,0.0063857
22.604,0.0063814
22.807,0.006309
23.01,0.0061518
23.213,0.0059459
23.416,0.0057327
23.62,0.005534
23.823,0.0053567
24.026,0.0051982
24.229,0.0050469
24.432,0.0048903
24.636,0.0047357
24.839,0.0046112
25.042,0.0045336
25.245,0.0044867
25.448,0.0044404
25.652,0.0043792
25.855,0.0042987
26.058,0.0041924
26.261,0.0040572
26.464,0.0039071
26.668,0.0037681
26.871,0.0036583
27.074,0.0035742
27.277,0.0034941
27.48,0.003392
27.684,0.0032535
27.887,0.003088
28.09,0.0029303
28.293,0.0028226
28.496,0.0027814
28.7,0.0027787
28.903,0.0027657
29.106,0.0027155
29.309,0.0026325
29.513,0.0025268
29.716,0.0024015
29.919,0.0022682
30.122,0.0021497
30.325,0.0020597
30.529,0.0019925
30.732,0.0019369
30.935,0.0018906
31.138,0.0018577
31.341,0.0018388
31.545,0.0018236
31.748,0.0017996
31.951,0.0017632
32.154,0.0017189
32.357,0.0016663
32.561,0.001599
32.764,0.0015186
32.967,0.0014442
33.17,0.0013956
33.373,0.0013722
33.577,0.0013531
33.78,0.0013181
33.983,0.0012616
34.186,0.0011919
34.389,0.0011244
34.593,0.0010729
34.796,0.001039
34.999,0.0010101
35.202,0.00097386
35.405,0.00093771
35.609,0.0009225
35.812,0.0009343
36.015,0.00095341
36.218,0.0009572
36.421,0.00094145
36.625,0.00091573
36.828,0.00089157
37.031,0.00087921
37.234,0.00088267
37.437,0.00089138
37.641,0.00088396
37.844,0.00084649
38.047,0.0007861
38.25,0.00072325
38.453,0.00067202
38.657,0.00063176
38.86,0.00059756
39.063,0.00057183
39.266,0.00056201
39.469,0.00056983
39.673,0.00058576
39.876,0.00059428
40.079,0.00058561
40.282,0.00056193
40.485,0.00053242
40.689,0.00050263
40.892,0.00047169
41.095,0.00043863
41.298,0.00040751
41.502,0.00038462
41.705,0.00037214
41.908,0.00036445
42.111,0.00035242
42.314,0.00033316
42.518,0.00031363
42.721,0.00030286
42.924,0.00030429
43.127,0.00031705
43.33,0.00033888
43.534,0.00036318
43.737,0.00037755
43.94,0.0003724
44.143,0.00035112
44.346,0.00032706
44.55,0.00030987
44.753,0.00029837
44.956,0.00028681
45.159,0.00027297
45.362,0.00025834
45.566,0.00024462
45.769,0.00023389
45.972,0.00022943
46.175,0.00023272
46.378,0.00023995
46.582,0.00024377
46.785,0.00023865
46.988,0.00022385
47.191,0.00020238
47.394,0.00017846
47.598,0.0001571
47.801,0.00014362
48.004,0.00014115
48.207,0.00014829
48.41,0.00016077
48.614,0.00017488
48.817,0.00018883
49.02,0.00020128
49.223,0.00020934
49.426,0.00020832
49.63,0.00019472
49.833,0.00017097
50.036,0.00014537
50.239,0.00012531
50.442,0.00011207
50.646,0.00010412
50.849,0.00010232
51.052,0.0001091
51.255,0.00012451
51.458,0.0001457
51.662,0.00016836
51.865,0.00018597
52.068,0.00019072
52.271,0.00017942
52.474,0.000159
52.678,0.00014256
52.881,0.00013757
53.084,0.00013903
53.287,0.00013547
53.49,0.00012103
53.694,0.00010071
53.897,8.4293e-05
54.1,7.6991e-05
54.303,7.6786e-05
54.507,7.8804e-05
54.71,7.9819e-05
54.913,7.9112e-05
55.116,7.774e-05
55.319,7.7695e-05
55.523,7.9804e-05
55.726,8.1922e-05
55.929,8.0446e-05
56.132,7.439e-05
56.335,6.6778e-05
56.539,6.1386e-05
56.742,5.8954e-05
56.945,5.7321e-05
57.148,5.4891e-05
57.351,5.3017e-05
57.555,5.4673e-05
57.758,6.0865e-05
57.961,6.8653e-05
58.164,7.326e-05
58.367,7.2437e-05
58.571,6.8217e-05
58.774,6.4215e-05
58.977,6.2087e-05
59.18,6.083e-05
59.383,5.8347e-05
59.587,5.3295e-05
59.79,4.6673e-05
59.993,4.1904e-05
60.196,4.1995e-05
60.399,4.6049e-05
60.603,4.952e-05
60.806,4.847e-05
61.009,4.3133e-05
61.212,3.7196e-05
61.415,3.4185e-05
61.619,3.487e-05
61.822,3.7559e-05
62.025,3.9982e-05
62.228,4.087e-05
62.431,4.0293e-05
62.635,3.9055e-05
62.838,3.7586e-05
63.041,3.5324e-05
63.244,3.1485e-05
63.447,2.6617e-05
63.651,2.2855e-05
63.854,2.2254e-05
64.057,2.4864e-05
64.26,2.8398e-05
64.463,2.9826e-05
64.667,2.7688e-05
64.87,2.3069e-05
65.073,1.8225e-05
65.276,1.4592e-05
65.479,1.2204e-05
65.683,1.0651e-05
65.886,9.8217e-06
66.089,9.5036e-06
66.292,9.2937e-06
66.495,9.4898e-06
66.699,1.1487e-05
66.902,1.6067e-05
67.105,2.1506e-05
67.308,2.4759e-05
67.512,2.4897e-05
67.715,2.4023e-05
67.918,2.4008e-05
68.121,2.3973e-05
68.324,2.2084e-05
68.528,1.8406e-05
68.731,1.4563e-05
68.934,1.1544e-05
69.137,9.2532e-06
69.34,7.6907e-06
69.544,7.2552e-06
69.747,7.6835e-06
69.95,7.7709e-06
70.153,6.5711e-06
70.356,4.3932e-06
70.56,2.3048e-06
70.763,1.059e-06
70.966,8.3181e-07
71.169,1.6198e-06
71.372,3.3752e-06
71.576,5.6056e-06
71.779,7.2065e-06
71.982,7.208e-06
72.185,5.8443e-06
72.388,4.5058e-06
72.592,4.5145e-06
72.795,6.0242e-06
72.998,8.0895e-06
73.201,9.8083e-06
73.404,1.1277e-05
73.608,1.3032e-05
73.811,1.4701e-05
74.014,1.5057e-05
74.217,1.365e-05
74.42,1.1557e-05
74.624,1.004e-05
74.827,9.0318e-06
75.03,7.5753e-06
75.233,5.336e-06
75.436,2.9887e-06
75.64,1.3056e-06
75.843,4.4008e-07
76.046,1.1455e-07
76.249,2.2948e-08
76.452,3.538e-09
76.656,9.0794e-117
76.859,8.3903e-112
77.062,5.9673e-107
77.265,3.2662e-102
77.468,1.3759e-97
77.672,4.4608e-93
77.875,1.113e-88
78.078,2.1374e-84
78.281,3.1589e-80
78.484,3.593e-76
78.688,3.1452e-72
78.891,2.119e-68
79.094,1.0987e-64
79.297,4.3843e-61
79.501,1.3465e-57
79.704,3.1825e-54
79.907,5.7892e-51
80.11,8.1048e-48
80.313,8.7326e-45
80.517,7.2414e-42
80.72,4.6214e-39
80.923,2.2698e-36
81.126,8.5802e-34
81.329,2.4962e-31
81.533,5.5889e-29
81.736,9.6306e-27
81.939,1.2772e-24
82.142,1.3036e-22
82.345,1.024e-20
82.549,6.1903e-19
82.752,2.8802e-17
82.955,1.0313e-15
83.158,2.8422e-14
83.361,6.0281e-13
83.565,9.8397e-12
83.768,1.2361e-10
83.971,1.1951e-09
84.174,8.893e-09
84.377,5.0927e-08
84.581,2.2446e-07
84.784,7.6136e-07
84.987,1.9876e-06
85.19,3.9932e-06
85.393,6.1746e-06
85.597,7.3479e-06
85.8,6.7297e-06
86.003,4.7436e-06
86.206,2.5733e-06
86.409,1.0743e-06
86.613,3.4521e-07
86.816,8.5366e-08
87.019,1.6247e-08
87.222,2.5351e-29
87.425,4.5425e-27
87.629,6.2641e-25
87.832,6.6481e-23
88.035,5.4302e-21
88.238,3.4136e-19
88.441,1.6515e-17
88.645,6.1492e-16
88.848,1.7621e-14
89.051,3.8862e-13
89.254,6.5962e-12
89.457,8.6166e-11
89.661,8.6627e-10
89.864,6.7027e-09
90.067,3.9913e-08
90.27,1.8292e-07
90.473,6.4518e-07
90.677,1.7514e-06
90.88,3.6589e-06
91.083,5.8829e-06
91.286,7.2796e-06
91.489,6.9328e-06
91.693,5.0813e-06
91.896,2.8663e-06
92.099,1.2444e-06
92.302,4.1576e-07
92.506,1.0691e-07
92.709,2.1157e-08
92.912,3.2224e-09
93.115,3.7773e-10
93.318,3.4076e-11
93.522,2.3659e-12
93.725,1.2642e-13
93.928,5.1991e-15
94.131,1.6455e-16
94.334,4.0082e-18
94.538,7.514e-20
94.741,1.0841e-21
94.944,1.2038e-23
95.147,1.0287e-25
95.35,6.7659e-28
95.554,3.4247e-30
95.757,1.3341e-32
95.96,3.9999e-35
96.163,9.2295e-38
96.366,1.639e-40
96.57,2.2401e-43
96.773,2.3562e-46
96.976,1.9074e-49
97.179,1.1883e-52
97.382,5.698e-56
97.586,2.1027e-59
97.789,5.9718e-63
97.992,1.3053e-66
98.195,2.1958e-70
98.398,2.8428e-74
98.602,2.8325e-78
98.805,2.1721e-82
99.008,1.2819e-86
99.211,5.8225e-91
99.414,2.0354e-95
99.618,5.4758e-100
99.821,1.1338e-104
100.02,1.8067e-109
100.23,2.2157e-114
100.43,2.0913e-119
100.63,1.5192e-124
100.84,8.4931e-130
101.04,3.6542e-135
101.24,1.2101e-140
101.45,3.0838e-146
101.65,6.0485e-152
101.85,9.1302e-158
102.06,1.0607e-163
102.26,9.4837e-170
102.46,6.5258e-176
102.67,3.456e-182
102.87,1.4086e-188
103.07,4.4184e-195
103.28,1.0667e-201
103.48,1.9818e-208
103.68,2.8338e-215
103.88,3.1186e-222
104.09,2.6413e-229
104.29,1.7217e-236
104.49,8.6372e-244
104.7,3.3347e-251
104.9,9.9089e-259
105.1,2.266e-266
105.31,3.9882e-274
105.51,5.4021e-282
105.71,5.6316e-290
105.92,4.5182e-298
106.12,2.7899e-306
106.32,1.3258e-314
106.53,4.9407e-323
106.73,0
106.93,0
107.14,0
107.34,0
107.54,0
107.75,0
107.95,0
108.15,0
108.36,0
108.56,0
108.76,0
108.96,0
109.17,0
109.37,0
109.57,0
109.78,0
109.98,0
110.18,0
110.39,0
110.59,0
110.79,0
111,0
111.2,0
111.4,0
111.61,0
111.81,0
112.01,0
112.22,0
112.42,0
112.62,0
112.83,0
113.03,0
113.23,0
113.44,0
113.64,0
113.84,0
114.05,0
114.25,0
114.45,0
114.65,0
114.86,0
115.06,0
115.26,0
115.47,0
115.67,0
115.87,0
116.08,0
116.28,0
116.48,0
116.69,0
116.89,0
117.09,0
117.3,0
117.5,0
117.7,0
117.91,0
118.11,0
118.31,0
118.52,0
118.72,0
118.92,0
119.13,0
119.33,0
119.53,0
119.73,0
119.94,0
120.14,0
120.34,0
120.55,0
120.75,0
120.95,0
121.16,0
121.36,0
121.56,0
121.77,0
121.97,0
122.17,0
122.38,0
122.58,0
122.78,0
122.99,0
123.19,0
123.39,0
123.6,0
123.8,0
124,0
124.21,0
124.41,0
124.61,0
124.81,0
125.02,0
125.22,0
125.42,0
125.63,0
125.83,0
126.03,0
126.24,0
126.44,0
126.64,0
126.85,0
127.05,0
127.25,0
127.46,0
127.66,0
127.86,0
128.07,0
128.27,0
128.47,0
128.68,0
128.88,0
129.08,0
129.29,0
129.49,0
129.69,0
129.89,0
130.1,0
130.3,0
130.5,0
130.71,0
130.91,0
131.11,0
131.32,0
131.52,0
131.72,0
131.93,0
132.13,0
132.33,0
132.54,0
132.74,0
132.94,0
133.15,0
133.35,0
133.55,0
133.76,0
133.96,0
134.16,0
134.37,0
134.57,0
134.77,0
134.97,0
135.18,0
135.38,0
135.58,0
135.79,0
135.99,0
136.19,0
136.4,0
136.6,0
136.8,0
137.01,0
137.21,0
137.41,0
137.62,0
137.82,0
138.02,0
138.23,0
138.43,0
138.63,0
138.84,0
139.04,0
139.24,0
139.45,0
139.65,0
139.85,0
140.06,0
140.26,0
140.46,0
140.66,0
140.87,0
141.07,0
141.27,0
141.48,0
141.68,0
141.88,0
142.09,0
142.29,0
142.49,0
142.7,0
142.9,0
143.1,0
143.31,0
143.51,0
143.71,0
143.92,0
144.12,0
144.32,0
144.53,0
144.73,0
144.93,0
145.14,0
145.34,0
145.54,0
145.74,0
145.95,0
146.15,0
146.35,0
146.56,0
146.76,0
146.96,0
147.17,0
147.37,0
147.57,0
147.78,0
147.98,0
148.18,0
148.39,0
148.59,0
148.79,0
149,0
149.2,0
149.4,0
149.61,0
149.81,0
150.01,0
150.22,0
150.42,0
150.62,0
150.82,0
151.03,0
151.23,0
151.43,0
151.64,0
151.84,0
152.04,0
152.25,0
152.45,0
152.65,0
152.86,0
153.06,0
153.26,0
153.47,0
153.67,0
153.87,0
154.08,0
154.28,0
154.48,0
154.69,0
154.89,0
155.09,0
155.3,0
155.5,0
155.7,0
155.9,0
156.11,0
156.31,0
156.51,0
156.72,0
156.92,0
157.12,0
157.33,0
157.53,0
157.73,0
157.94,0
158.14,0
158.34,0
158.55,0
158.75,0
158.95,0
159.16,0
159.36,0
159.56,0
159.77,0
159.97,0
160.17,0
160.38,0
160.58,0
160.78,0
160.98,0
161.19,0
161.39,0
161.59,0
161.8,0
162,0
162.2,0
162.41,0
162.61,0
162.81,0
163.02,0
163.22,0
163.42,0
163.63,0
163.83,0
164.03,0
164.24,0
164.44,0
164.64,0
164.85,0
165.05,0
165.25,0
165.46,0
165.66,0
165.86,0
166.07,0
166.27,0
166.47,0
166.67,0
166.88,0
167.08,0
167.28,0
167.49,0
167.69,0
167.89,0
168.1,0
168.3,0
168.5,0
168.71,0
168.91,0
169.11,0
169.32,0
169.52,0
169.72,0
169.93,0
170.13,0
170.33,0
170.54,0
170.74,0
170.94,0
171.15,0
171.35,0
171.55,0
171.75,0
171.96,0
172.16,0
172.36,0
172.57,0
172.77,0
172.97,0
173.18,0
173.38,0
173.58,0
173.79,0
173.99,0
174.19,0
174.4,0
174.6,0
174.8,0
175.01,0
175.21,0
175.41,0
175.62,0
175.82,0
176.02,0
176.23,0
176.43,0
176.63,0
176.83,0
177.04,0
177.24,0
177.44,0
177.65,0
177.85,0
178.05,0
178.26,0
178.46,0
178.66,0
178.87,0
179.07,0
179.27,0
179.48,0
179.68,0
179.88,0
180.09,0
180.29,0
180.49,0
180.7,0
180.9,0
181.1,0
181.31,0
181.51,0
181.71,0
181.91,0
182.12,0
182.32,0
182.52,0
182.73,0
182.93,0
183.13,0
183.34,0
183.54,0
183.74,0
183.95,0
184.15,0
184.35,0
184.56,0
184.76,0
184.96,0
185.17,0
185.37,0
185.57,0
185.78,0
185.98,0
186.18,0
186.39,0
186.59,0
186.79,0
186.99,0
187.2,0
187.4,0
187.6,0
187.81,0
188.01,0
188.21,0
188.42,0
188.62,0
188.82,0
189.03,0
189.23,0
189.43,0
189.64,0
189.84,0
190.04,0
190.25,0
190.45,0
190.65,0
190.86,0
191.06,0
191.26,0
191.47,0
191.67,0
191.87,0
192.08,0
192.28,0
192.48,0
192.68,0
192.89,0
193.09,0
193.29,0
193.5,0
193.7,0
193.9,0
194.11,0
194.31,0
194.51,0
194.72,0
194.92,0
195.12,0
195.33,0
195.53,0
195.73,0
195.94,0
196.14,0
196.34,0
196.55,0
196.75,0
196.95,0
197.16,0
197.36,0
197.56,0
197.76,0
197.97,0
198.17,0
198.37,0
198.58,0
198.78,0
198.98,0
199.19,0
199.39,0
199.59,0
199.8,0
200,0
